id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria349,03048101,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y de salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria350,03048201,"De truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
catalogos_fraccionarancelaria351,03048301,"De pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)."
catalogos_fraccionarancelaria352,03048401,De pez espada (Xiphias gladius).
catalogos_fraccionarancelaria353,03048501,"De austromerluza antártica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus Spp.)."
catalogos_fraccionarancelaria354,03048601,"De arenques (Clupea harengus, Clupea pallasii)."
catalogos_fraccionarancelaria355,03048701,"De atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria356,03048902,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria357,03048903,De anchoas (Engraulis spp.).
catalogos_fraccionarancelaria358,03048999,Los demás.
catalogos_fraccionarancelaria359,03049101,Peces espada (Xiphias gladius).
catalogos_fraccionarancelaria360,03049201,"Austromerluza antártica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus spp.)."
catalogos_fraccionarancelaria361,03049301,"De tilapias (Oreochromis Spp.), bagre o pez gato (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon piceus), anguilas (Anguilla Spp.), percas del Nilo (Lates niloticus) y de peces cabeza de serpiente (Channa Spp.)."
catalogos_fraccionarancelaria362,03049401,De abadejos de Alaska (Theragra chalcogramma).
catalogos_fraccionarancelaria363,03049501,Suprimida
catalogos_fraccionarancelaria364,03049502,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria365,03049599,Los demás.
catalogos_fraccionarancelaria366,03049901,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria367,03049902,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria368,03049903,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria369,03049904,De anchoas (Engraulis spp.).
catalogos_fraccionarancelaria370,03049999,Los demás.
catalogos_fraccionarancelaria371,03051001,"Harina, polvo y ""pellets"" de pescado, aptos para la alimentación humana."
catalogos_fraccionarancelaria372,03052001,"Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera."
catalogos_fraccionarancelaria373,03053001,Derogada
catalogos_fraccionarancelaria374,03053101,"De tilapias (Oreochromis Spp.), bagre o pez gato (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon piceus), anguilas (Anguilla Spp.), percas del Nilo (Lates niloticus) o de peces cabeza de serpiente (Channa Spp.)."
catalogos_fraccionarancelaria375,03053201,Suprimida
catalogos_fraccionarancelaria376,03053202,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria377,03053299,Los demás.
catalogos_fraccionarancelaria378,03053901,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria379,03053902,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria380,03053903,De pez espada (Xiphias gladius).
catalogos_fraccionarancelaria381,03053904,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria382,03053905,De anchoas (Engraulis spp.).
catalogos_fraccionarancelaria383,03053999,Los demás.
catalogos_fraccionarancelaria384,03054101,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria385,03054201,"Arenques (Clupea harengus, Clupea pallasii)."
catalogos_fraccionarancelaria386,03054301,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
catalogos_fraccionarancelaria387,03054401,"Tilapias (Oreochromis Spp.), bagre o pez gato (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon piceus), anguilas (Anguilla Spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa Spp.)."
catalogos_fraccionarancelaria388,03054901,"Merluzas ahumadas, excepto lo comprendido en la fracción 03054902."
catalogos_fraccionarancelaria389,03054902,Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria390,03054903,"Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria391,03054904,Pez espada (Xiphias gladius).
catalogos_fraccionarancelaria392,03054905,"Sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria393,03054906,Anchoas (Engraulis spp.).
catalogos_fraccionarancelaria394,03054999,Los demás.
catalogos_fraccionarancelaria395,03055101,"Bacalao de la variedad ""ling""."
catalogos_fraccionarancelaria396,03055199,Los demás.
catalogos_fraccionarancelaria397,03055901,"Merluzas, excepto lo comprendido en la fracción 03055902."
catalogos_fraccionarancelaria398,03055902,Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria399,03055903,"Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria400,03055904,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria401,03055905,Pez espada (Xiphias gladius).
catalogos_fraccionarancelaria402,03055906,"Sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria403,03055907,"Anchoas (Engraulis spp.), excepto boquerón bucanero (Encrasicholina punctife), boquerón aduanero (Encrasicholina heteroloba), boquerón bombra (Stolephous commersonii) o boquerón de Andhra (Stolephous andhraensis)."
catalogos_fraccionarancelaria404,03055999,Los demás.
catalogos_fraccionarancelaria405,03056101,"Arenques (Clupea harengus, Clupea pallasii)."
catalogos_fraccionarancelaria406,03056201,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)."
catalogos_fraccionarancelaria407,03056301,Anchoas (Engraulis Spp.).
catalogos_fraccionarancelaria408,03056401,"Tilapias (Oreochromis Spp.), bagre o pez gato (Pangasius Spp., Silurus Spp., Clarias Spp., Ictalurus Spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon piceus), anguilas (Anguilla Spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa Spp.). "
catalogos_fraccionarancelaria409,03056901,"Atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria410,03056902,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria411,03056903,Pez espada (Xiphias gladius).
catalogos_fraccionarancelaria412,03056904,"Sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria413,03056905,Merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria414,03056999,Los demás.
catalogos_fraccionarancelaria415,03057101,Aletas de tiburón.
catalogos_fraccionarancelaria416,03057201,Suprimida
catalogos_fraccionarancelaria417,03057203,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria418,03057204,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria419,03057205,De pez espada (Xiphias gladius).
catalogos_fraccionarancelaria420,03057206,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria421,03057207,De anchoas (Engraulis spp.).
catalogos_fraccionarancelaria422,03057208,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria423,03057299,Las demás.
catalogos_fraccionarancelaria424,03057902,"De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares), patudos o atunes ojos grandes (Thunnus obesus) o bonito de vientre rayado (Euthynnus (Katsuwonus) pelamis)."
catalogos_fraccionarancelaria425,03057903,"De salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
catalogos_fraccionarancelaria426,03057904,De pez espada (Xiphias gladius).
catalogos_fraccionarancelaria427,03057905,"De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
catalogos_fraccionarancelaria428,03057906,De anchoas (Engraulis spp.).
catalogos_fraccionarancelaria429,03057907,De merluza panameña (Merluccius angustimanus) o merluza del Pacífico Norte (Merluccius productus).
catalogos_fraccionarancelaria430,03057999,Los demás.
catalogos_fraccionarancelaria431,03061101,"Langostas (Palinurus Spp., Panulirus Spp., Jasus Spp.)."
catalogos_fraccionarancelaria432,03061201,Bogavantes (Homarus Spp.).
catalogos_fraccionarancelaria433,03061301,Derogada
catalogos_fraccionarancelaria434,03061401,Cangrejos (excepto macruros).
catalogos_fraccionarancelaria435,03061501,Cigalas (Nephrops norvegicus).
catalogos_fraccionarancelaria436,03061601,"Camarones y langostinos de agua fría (Pandalus Spp., Crangon crangon)."
catalogos_fraccionarancelaria437,03061701,Los demás camarones y langostinos.
catalogos_fraccionarancelaria438,03061999,"Los demás, incluidos la harina, polvo y “pellets” de crustáceos, aptos para la alimentación humana."
catalogos_fraccionarancelaria439,03062101,"Langostas (Palinurus Spp., Panulirus Spp., Jasus Spp.)."
catalogos_fraccionarancelaria440,03062201,Bogavantes (Homarus spp.).
catalogos_fraccionarancelaria441,03062301,Derogada
catalogos_fraccionarancelaria442,03062399,Derogada
catalogos_fraccionarancelaria443,03062401,Cangrejos (excepto macruros).
catalogos_fraccionarancelaria444,03062501,Cigalas (Nephrops norvegicus).
catalogos_fraccionarancelaria445,03062601,Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura.
catalogos_fraccionarancelaria446,03062699,Los demás.
catalogos_fraccionarancelaria447,03062701,Reproductores y postlarvas de camarones peneidos y langostinos para acuacultura.
catalogos_fraccionarancelaria448,03062799,Los demás.
catalogos_fraccionarancelaria449,03062901,"Los demás, incluidos la harina, polvo y “pellets” de crustáceos, aptos para la alimentación humana."
catalogos_fraccionarancelaria450,03071001,Derogada
catalogos_fraccionarancelaria451,03071101,"Vivas, frescas o refrigeradas."
catalogos_fraccionarancelaria452,03071999,Las demás.
catalogos_fraccionarancelaria453,03072101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria454,03072999,Los demás.
catalogos_fraccionarancelaria455,03073101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria456,03073999,Los demás.
catalogos_fraccionarancelaria457,03074101,Calamares.
catalogos_fraccionarancelaria458,03074199,Los demás.
catalogos_fraccionarancelaria459,03074901,Calamares.
catalogos_fraccionarancelaria460,03074999,Los demás.
catalogos_fraccionarancelaria461,03075101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria462,03075999,Los demás.
catalogos_fraccionarancelaria463,03076001,"Caracoles, excepto los de mar."
catalogos_fraccionarancelaria464,03077101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria465,03077999,Los demás.
catalogos_fraccionarancelaria466,03078101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria467,03078999,Los demás.
catalogos_fraccionarancelaria468,03079101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria469,03079999,Los demás.
catalogos_fraccionarancelaria470,03081101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria471,03081999,Los demás.
catalogos_fraccionarancelaria472,03082101,"Vivos, frescos o refrigerados."
catalogos_fraccionarancelaria473,03082999,Los demás.
catalogos_fraccionarancelaria474,03083001,Medusas (Rhopilema Spp.).
catalogos_fraccionarancelaria475,03089099,Los demás.
catalogos_fraccionarancelaria476,04011001,En envases herméticos.
catalogos_fraccionarancelaria477,04011099,Las demás.
catalogos_fraccionarancelaria478,04012001,En envases herméticos.
catalogos_fraccionarancelaria479,04012099,Las demás.
catalogos_fraccionarancelaria480,04013001,Derogada
catalogos_fraccionarancelaria481,04013099,Derogada
